id,user_name,gender,comment,date
378,Ершов Ипполит Феофанович,ayol,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-07-09
379,Ксения Эдуардовна Баранова,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2025-03-28
380,Колобов Авксентий Владленович,ayol,Gap yo'q,2025-03-23
381,тов. Лобанова Нонна Вениаминовна,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-10-08
382,Синклитикия Тарасовна Сидорова,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-05-21
383,Цветков Леонид Юлианович,erkak,Kechirasiz,2024-10-23
384,Мир Антипович Мамонтов,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-05-29
385,Жукова Жанна Антоновна,erkak,Yaxshi,2024-07-27
386,Элеонора Архиповна Горбачева,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-10-16
387,Август Власович Тихонов,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2024-07-06
388,Юдин Леон Адамович,erkak,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2024-05-26
389,Носов Ян Владиленович,erkak,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-10-27
390,Майя Никифоровна Ширяева,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2025-01-27
391,Корнил Федотович Морозов,ayol,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2024-08-31
392,Фадеева Майя Кузьминична,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2025-03-17
393,Нина Даниловна Александрова,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-07-03
394,Копылов Юлиан Харитонович,erkak,Gap yo'q,2024-07-09
395,Киселева Юлия Филипповна,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-12-03
396,Тарасов Глеб Гавриилович,erkak,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2025-04-22
397,Людмила Владимировна Архипова,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2025-02-18
398,Осипов Семен Адамович,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-06-08
399,Платон Иосифович Ефимов,erkak,Yaxshi,2024-11-23
400,Лазарев Бажен Антонович,ayol,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-07-22
401,Ульян Архипович Ситников,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2025-03-22
402,Остап Архипович Капустин,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-10-16
403,Мария Леоновна Ефимова,ayol,Zo'r!,2025-01-11
404,Януарий Устинович Большаков,ayol,Kechirasiz,2024-06-25
405,Степанова Пелагея Дмитриевна,erkak,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-11-04
406,Гостомысл Афанасьевич Щукин,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-08-11
407,Ангелина Евгеньевна Горбунова,ayol,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2025-02-13
408,Михаил Авдеевич Савин,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-10-03
409,Исаев Мечислав Зиновьевич,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2025-04-05
410,Сазонова Ангелина Николаевна,ayol,Norozi,2024-08-22
411,Дементьев Святополк Вилорович,ayol,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-11-15
412,Лазарева Ангелина Альбертовна,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-11-20
413,Воробьева Зинаида Михайловна,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-10-05
414,Ершова Жанна Антоновна,ayol,Norozi,2024-09-23
415,Горшков Мир Георгиевич,erkak,Rahmat,2024-04-30
416,Евгения Болеславовна Кондратьева,erkak,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2025-04-03
417,Герасимов Игнатий Зиновьевич,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2025-01-24
418,Тимур Игнатович Силин,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-05-11
419,Прасковья Геннадьевна Мельникова,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-11-18
420,Михеева Лукия Максимовна,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-11-03
421,Богдан Игоревич Журавлев,ayol,Kechirasiz,2025-01-15
422,Филиппов Чеслав Тимурович,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2025-04-15
423,Горбунова Вероника Кузьминична,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2025-01-27
424,Колесников Эмиль Виленович,ayol,Yaxshi,2024-12-17
425,Кир Тихонович Капустин,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-06-27
426,Фролова Лукия Вадимовна,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2025-04-03
427,Казимир Брониславович Меркушев,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-11-15
428,Меркушева Фаина Святославовна,erkak,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-06-26
429,Сильвестр Захарьевич Селезнев,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-09-17
430,Анна Ниловна Колобова,ayol,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2025-04-13
431,Артемьева Глафира Федоровна,ayol,Yaxshi,2024-09-22
432,Касьян Афанасьевич Щукин,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2025-03-10
433,Прасковья Макаровна Виноградова,erkak,Gap yo'q,2025-01-02
434,Кошелев Пантелеймон Тихонович,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-05-21
435,Гущина Лидия Дмитриевна,ayol,Rahmat,2025-01-01
436,г-жа Анисимова Ирина Евгеньевна,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2025-02-20
437,Анжелика Яковлевна Рогова,erkak,"Hisobim bloklandi, yordam bering iltimos",2024-08-02
438,Капустин Нестор Васильевич,erkak,Rahmat,2024-08-11
439,Петухова Олимпиада Георгиевна,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2025-03-24
440,Панов Макар Аверьянович,ayol,Norozi,2024-06-10
441,Оксана Тимуровна Сидорова,ayol,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2025-02-27
442,Фаина Кузьминична Рожкова,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-08-06
443,Акулина Ждановна Горбачева,erkak,Gap yo'q,2025-04-02
444,Самсонов Якуб Владиленович,erkak,Gap yo'q,2025-01-31
445,Панова Валерия Юльевна,ayol,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-11-23
446,Раиса Тимуровна Рыбакова,ayol,Gap yo'q,2024-08-04
447,Октябрина Федоровна Воронцова,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-04-26
448,Кира Тарасовна Морозова,ayol,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-09-23
449,Моисеев Поликарп Валерьевич,erkak,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2025-01-30
450,тов. Лапина Евгения Андреевна,erkak,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2025-03-09
451,Андреева Клавдия Владимировна,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-05-07
452,Алла Петровна Устинова,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2025-04-20
453,Сергеев Лавр Григорьевич,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-08-12
454,Лариса Львовна Лаврентьева,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-10-08
455,Ян Артёмович Павлов,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-05-27
456,Волков Лазарь Абрамович,ayol,Zo'r!,2024-09-19
457,Крюкова Синклитикия Богдановна,erkak,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2025-02-11
458,Кондратьева Анна Яковлевна,ayol,Yaxshi,2024-11-11
459,Ситникова Екатерина Сергеевна,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-07-10
460,Вера Геннадьевна Логинова,erkak,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-10-11
461,Андреев Любим Игоревич,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2025-01-02
462,Рябова Екатерина Борисовна,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-10-16
463,Лыткина Глафира Вадимовна,ayol,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-06-24
464,Руслан Валентинович Филатов,ayol,Tezroq,2024-08-03
465,Селиверст Антипович Дьячков,ayol,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-11-17
466,Софрон Ефимович Данилов,erkak,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-10-16
467,Всемил Данилович Калашников,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-09-05
468,Носов Александр Матвеевич,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2025-02-03
469,Исаева Александра Владиславовна,erkak,Yaxshi,2025-02-10
470,Авксентий Денисович Рябов,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-11-19
471,Евгения Дмитриевна Абрамова,ayol,Zo'r!,2024-05-12
472,Кулагина Элеонора Афанасьевна,ayol,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-07-10
473,Евфросиния Болеславовна Прохорова,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2025-01-12
474,Валерия Антоновна Орлова,ayol,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-11-08
475,Сазонова Феврония Петровна,erkak,Norozi,2025-03-31
476,Суханова Клавдия Валериевна,ayol,Kechirasiz,2025-03-28
477,Лариса Егоровна Ильина,erkak,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-12-28
478,Дарья Владимировна Емельянова,erkak,Rahmat,2024-07-05
479,Бронислав Харитонович Журавлев,ayol,Rahmat,2024-05-25
480,Лариса Алексеевна Щукина,erkak,"Yangi versiya yangilandi, interfeys ancha yaxshi",2025-04-21
481,Агата Дмитриевна Носова,ayol,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-09-01
482,Марфа Ильинична Павлова,ayol,Gap yo'q,2024-10-02
483,Васильев Агафон Филатович,erkak,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2025-01-08
484,Дарья Федоровна Брагина,ayol,Zo'r!,2024-06-25
485,Трофимов Прокофий Эдгарович,erkak,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2025-04-06
486,Викентий Иларионович Романов,erkak,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-11-28
487,Исаева Вероника Егоровна,ayol,Kechirasiz,2025-02-07
488,Еремей Ааронович Буров,erkak,Yaxshi,2025-02-25
489,Кирилл Ильясович Быков,erkak,Norozi,2025-02-23
490,Нина Павловна Колобова,ayol,Norozi,2025-04-10
491,г-жа Новикова Акулина Болеславовна,ayol,Rahmat,2024-06-21
492,Нинель Юльевна Калашникова,erkak,Kechirasiz,2024-12-24
493,Кулагин Аникита Захарьевич,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2025-03-07
494,Герман Давидович Зимин,ayol,Norozi,2024-10-29
495,Рыбаков Амос Вилорович,erkak,Gap yo'q,2024-11-27
496,Емельянов Флорентин Тимурович,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-05-04
497,Сила Ефимович Белозеров,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-10-14
498,Владилен Эдгарович Шестаков,erkak,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-10-01
499,Мартынова Иванна Станиславовна,erkak,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2024-04-28
500,Евстигней Вячеславович Козлов,ayol,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-09-09
501,Маркова Иванна Руслановна,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2025-02-08
502,Мина Александрович Мартынов,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2025-04-08
503,Потап Витальевич Зыков,ayol,Kechirasiz,2024-12-01
504,Светлана Константиновна Фокина,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2025-04-10
505,Беспалов Гедеон Иосифович,erkak,Yaxshi,2024-08-11
506,Виктория Вениаминовна Вишнякова,ayol,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2025-03-29
507,Панкратий Евстигнеевич Богданов,erkak,Kechirasiz,2025-03-19
508,Лариса Робертовна Гришина,erkak,Yaxshi,2025-02-13
509,Кошелева Анжела Геннадиевна,ayol,Yaxshi,2024-11-23
510,Авдеева Лариса Ефимовна,erkak,Gap yo'q,2024-04-30
511,Юлий Антипович Селиверстов,ayol,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2025-03-14
512,Самсонова Фёкла Игоревна,erkak,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-09-15
513,Шаров Гаврила Егорович,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-10-10
514,Пестов Фирс Фокич,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-10-13
515,Ерофей Ааронович Некрасов,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2025-01-26
516,Виноградов Валентин Феоктистович,erkak,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-09-05
517,Наумов Панкратий Васильевич,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-06-04
518,Константинов Михаил Викентьевич,erkak,"Hisobim bloklandi, yordam bering iltimos",2024-12-04
519,Филатова Пелагея Вадимовна,ayol,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-07-24
520,Блохин Никон Зиновьевич,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2025-02-01
521,Мир Георгиевич Селезнев,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-11-21
522,Матвеева Пелагея Романовна,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-09-14
523,Мартынова Агата Афанасьевна,ayol,Zo'r!,2024-12-24
524,Куликов Архип Валерьянович,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-12-18
525,Максимова Евдокия Дмитриевна,ayol,Yaxshi,2025-03-11
526,Викторин Юлианович Федосеев,erkak,Rahmat,2025-04-08
527,Богдан Захарьевич Васильев,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2025-03-18
528,Юдин Фирс Богданович,erkak,Rahmat,2025-04-05
529,Мухин Зосима Давыдович,ayol,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-09-18
530,Прасковья Захаровна Ефремова,erkak,Kechirasiz,2024-11-02
531,Брагина Фаина Тимофеевна,ayol,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-05-14
532,Владимирова Кира Антоновна,ayol,Yaxshi,2024-11-08
533,Дьячков Радислав Исидорович,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2025-02-26
534,Филимон Валерианович Пономарев,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2025-01-24
535,Евфросиния Болеславовна Громова,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-10-21
536,Русаков Ерофей Виленович,ayol,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-08-20
537,Юлий Эдгарович Матвеев,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2025-02-08
538,Лука Викентьевич Михеев,erkak,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-06-23
539,Степан Ильясович Кудряшов,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-08-06
540,Пономарева Ираида Кузьминична,ayol,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2025-03-21
541,Суворова Кира Петровна,erkak,Kechirasiz,2024-08-31
542,Фомичев Платон Валерьянович,ayol,Gap yo'q,2024-11-21
543,Мариан Еремеевич Исаков,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-05-24
544,Лариса Тарасовна Воронцова,erkak,Kechirasiz,2024-04-30
545,Ираклий Геннадиевич Лапин,erkak,"Hisobim bloklandi, yordam bering iltimos",2025-04-01
546,Молчанов Сильвестр Федосеевич,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-10-22
547,Евпраксия Ждановна Филиппова,erkak,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2025-02-17
548,Никитин Максим Ануфриевич,erkak,Tezroq,2025-04-22
549,Тамара Аскольдовна Семенова,ayol,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-09-16
550,г-н Кузнецов Зиновий Дорофеевич,erkak,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-11-20
551,Митофан Абрамович Жуков,erkak,Gap yo'q,2024-11-28
552,Арефий Харлампович Мартынов,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-08-17
553,Моисеев Юрий Германович,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2025-03-21
554,Князев Владилен Александрович,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-12-08
555,Куприян Эдгарович Ширяев,erkak,Yaxshi,2025-02-12
556,тов. Богданова Лора Натановна,ayol,Rahmat,2024-06-15
557,Леонид Тимурович Пестов,ayol,Yaxshi,2025-01-13
558,Уварова Марина Андреевна,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2025-01-06
559,Лапин Аркадий Антипович,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-10-06
560,Лыткина Евфросиния Юльевна,ayol,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2024-09-11
561,Дьячкова Глафира Наумовна,ayol,"Hisobim bloklandi, yordam bering iltimos",2024-07-04
562,Жуков Нифонт Ефстафьевич,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-04-27
563,Трофимов Яков Ануфриевич,erkak,Norozi,2024-11-08
564,Татьяна Михайловна Иванова,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-08-31
565,Игнатьева Ксения Аскольдовна,ayol,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-08-21
566,Потапов Модест Витальевич,ayol,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2024-07-17
567,Калинин Захар Иларионович,erkak,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-09-07
568,Семенова Галина Тарасовна,erkak,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-09-23
569,Костина Василиса Тарасовна,ayol,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-07-31
570,Логинов Леон Еремеевич,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-06-12
571,Емельянова Эмилия Святославовна,ayol,Kechirasiz,2025-01-27
572,Ксения Аскольдовна Кабанова,ayol,Tezroq,2024-05-02
573,Казимир Владленович Исаев,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-09-30
574,Анатолий Алексеевич Ильин,erkak,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-08-28
575,Юлия Аркадьевна Агафонова,erkak,Tezroq,2024-09-21
576,Филипп Филимонович Блохин,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-05-28
577,Шаров Сергей Андреевич,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2025-02-22
578,Ювеналий Фёдорович Козлов,ayol,Zo'r!,2024-09-06
579,Громов Галактион Матвеевич,ayol,Tezroq,2025-04-16
580,Цветков Евстигней Вилорович,erkak,Norozi,2025-01-29
